2019_crime,범죄중분류,서울,부산,대구,인천,광주,대전,울산,세종,경기 고양,경기 과천,경기 광명,경기 광주,경기 구리,경기 군포,경기 김포,경기 남양주,경기 동두천,경기 부천,경기 성남,경기 수원,경기 시흥,경기 안산,경기 안성,경기 안양,경기 양주,경기 여주,경기 오산,경기 용인,경기 의왕,경기 의정부,경기 이천,경기 파주,경기 평택,경기 포천,경기 하남,경기 화성,강원 강릉,강원 동해,강원 삼척,강원 속초,강원 원주,강원 춘천,강원 태백,충북 제천,충북 청주,충북 충주,충남 계룡,충남 공주,충남 논산,충남 당진,충남 보령,충남 서산,충남 아산,충남 천안,전북 군산,전북 김제,전북 남원,전북 익산,전북 전주,전북 정읍,전남 광양,전남 나주,전남 목포,전남 순천,전남 여수,경북 경산,경북 경주,경북 구미,경북 김천,경북 문경,경북 상주,경북 안동,경북 영주,경북 영천,경북 포항,경남 거제,경남 김해,경남 밀양,경남 사천,경남 양산,경남 진주,경남 창원,경남 통영,제주 서귀포,제주 제주,기타도시,도시이외
강력범죄,살인기수,45,22,14,20,11,7,10,2,5,0,1,0,1,1,6,6,1,5,2,5,1,2,3,1,3,0,3,3,1,3,1,0,3,2,0,3,1,0,0,3,1,0,0,0,4,1,0,0,3,2,0,0,2,3,3,0,2,8,4,1,0,1,0,1,2,2,2,3,0,1,0,1,0,1,3,2,2,1,0,1,2,8,0,1,7,1,24
강력범죄,살인미수등,89,42,27,28,5,11,9,1,6,1,0,1,0,3,4,8,1,10,2,11,2,8,2,4,2,0,0,6,0,2,1,5,5,8,0,11,2,1,0,0,0,5,0,3,10,4,0,0,4,3,1,1,5,10,2,1,1,3,8,0,1,2,3,3,0,1,1,2,2,0,2,1,2,0,2,2,0,2,3,3,2,10,3,3,9,2,42
강력범죄,강도,133,81,31,60,27,25,27,0,8,0,5,5,3,2,1,7,1,12,13,19,15,13,5,7,1,13,7,7,0,4,1,4,12,4,1,7,4,2,0,2,8,3,4,4,22,2,0,3,0,1,0,1,12,13,7,0,2,2,10,1,0,4,8,1,3,3,5,4,2,0,0,1,2,3,4,2,9,0,0,6,3,10,4,7,14,5,34
강력범죄,강간,1254,297,215,327,185,173,106,12,75,0,24,18,19,20,28,37,13,92,92,140,69,90,15,39,13,11,22,55,3,57,20,39,37,16,12,47,23,10,9,12,51,17,9,8,83,17,4,7,15,21,23,18,21,83,25,5,6,25,84,10,14,17,45,31,20,36,27,51,17,9,10,12,11,10,51,22,36,12,9,25,28,92,8,16,83,15,345
강력범죄,유사강간,171,48,39,46,24,30,22,1,9,0,6,3,1,5,3,3,0,11,8,23,10,16,2,7,2,1,6,11,3,9,4,9,7,3,3,9,4,0,2,0,11,5,2,6,10,3,1,4,0,0,2,1,3,7,1,3,0,2,8,1,3,2,6,3,1,8,2,7,2,2,2,2,0,1,5,5,8,1,0,4,8,11,2,4,3,2,57
강력범죄,강제추행,4981,1111,696,1181,453,492,308,49,248,18,93,66,84,55,87,160,45,349,295,404,145,261,53,162,56,47,86,205,26,158,85,91,154,47,48,147,76,25,16,20,121,78,15,38,260,50,2,24,16,37,36,48,86,190,98,16,21,71,218,29,37,26,105,88,65,66,63,92,30,18,27,37,22,34,108,58,116,22,23,61,74,257,34,74,216,23,807
강력범죄,기타강간강제추행등,52,15,11,14,6,16,15,1,4,0,3,2,2,2,1,5,1,2,7,4,7,4,0,2,1,1,1,2,1,6,0,2,3,2,0,1,0,0,0,0,0,2,0,1,7,3,1,1,0,2,1,4,4,4,1,1,1,1,4,2,2,1,2,3,2,0,3,3,0,3,0,3,0,2,7,2,4,0,1,2,3,6,4,3,6,2,25
강력범죄,방화,252,100,62,73,42,48,19,2,26,1,5,7,8,4,4,15,3,16,17,23,11,22,6,12,4,2,8,11,2,17,6,9,25,5,3,18,11,1,1,1,5,8,1,9,22,10,0,5,8,8,3,8,9,18,12,4,2,7,11,5,4,4,13,5,8,7,8,14,4,4,3,7,3,2,11,2,7,4,1,9,5,19,3,10,20,0,128
